Id,Value
148,-2.4977134538487022
149,-11.49401087436885
150,-11.493841836761566
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,-2.493652502708222
158,-2.496183307788473
159,-2.4961896399788635
160,-2.497710365805357
161,-11.49260090077327
162,-11.488656086512693
163,-2.4706134384639964
164,-2.4823632016893487
165,-2.482350910036126
166,-2.489395365776701
167,-11.48093904418176
168,-11.475640347216615
169,-2.3639511040000003
170,-2.418192559537698
171,-2.418321691766001
172,-2.3639511040000003
173,-11.415068058017827
174,-11.398811168745736
175,-2.482368063078398
176,-2.4894165112900963
177,-2.489407236073289
178,-2.482368063078398
179,-11.486803869749947
180,-11.473669953586024
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,-2.470613438464001
188,-2.4823538887393104
189,-2.4823319569598787
190,-2.470613438464001
191,-11.461115087464716
192,-11.475684530974455
193,-2.482368063078398
194,-2.4894135775020163
195,-2.4894185285640202
196,-2.49363882940314
197,-11.486763893551437
198,-11.483234952318078
199,-2.4510223974400023
200,-2.4705512522054462
201,-2.4706065109670408
202,-2.482336429635693
203,-11.457978890231239
204,-11.465115704210682
205,-2.482368063078398
206,-2.4894160291089844
207,-2.489414431836148
208,-2.4936490850535016
209,-11.487888911858695
210,-11.488645742679823
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,2.3599999999999963
218,5.599999999999993
219,5.599999999999993
220,10.999999999999991
221,-3.400000000000006
222,-3.400000000000006
223,-1.8701440000000038
224,-2.1198696431759947
225,-2.1197681948881586
226,-2.2503970910695665
227,-10.914986042195668
228,-10.913328626987722
229,-0.7868872853150488
230,-1.4462032447641602
231,-1.4399396525163268
232,-0.7504000000000028
233,-10.258473911139276
234,-10.126320310518366
235,-1.450240000000004
236,-1.8664156229191178
237,-1.8679769370768737
238,-2.1085106199219408
239,-10.230531681492504
240,-10.294514638543234
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,-2.4894208378470393
248,-2.493651574577443
249,-2.4961898900854584
250,-2.493650580422614
251,-11.491662587038732
252,-11.489554075798237
253,-2.418370662400003
254,-2.451011479453851
255,-2.470498020013412
256,-2.451010339143067
257,-11.447477000178607
258,-11.450290498940136
259,-2.482368063078398
260,-2.489419648407567
261,-2.493627559431405
262,-2.4894183701041808
263,-11.485411060874144
264,-11.488478576861327
265,-2.470613438464001
266,-2.4510223974400023
267,-2.418370662400003
268,-2.4510223974400023
269,-11.451022397439997
270,-11.451022397439997
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,-2.470613438464001
278,-2.4510223974400023
279,-2.418370662400003
280,-2.4510223974400023
281,-11.451022397439997
282,-11.451022397439997
283,-2.3639392103664485
284,-2.273237423766324
285,-2.122086400000004
286,-2.273247769392422
287,-11.273026470362392
288,-11.273227419613844
289,-2.418370662400003
290,-2.451011584156333
291,-2.470512284322851
292,-2.4509495257188143
293,-11.442516857962419
294,-11.443399831836453
295,-2.4894208378470393
296,-2.4936512945542773
297,-2.4961885853862897
298,-2.4936509112959366
299,-11.492077595236664
300,-11.4932567922855
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,-2.4823680630784026
308,-2.4894156363438147
309,-2.493647619625158
310,-2.4894145025025924
311,-11.47199689658412
312,-11.4890108583064
313,-2.470613438464001
314,-2.482362062470162
315,-2.470613438464001
316,-2.4823510874420496
317,-11.478665157767844
318,-11.453165810416587
319,-2.4183706623999988
320,-2.4508095230701756
321,-2.4183706623999988
322,-2.450769321525253
323,-11.446046093934113
324,-11.44702334740021
325,-2.470613438464001
326,-2.4823585946493627
327,-2.470613438464001
328,-2.482323109959515
329,-11.464732193215632
330,-11.472160729674119
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,-1.4502579789029815
338,-1.7644028938937582
339,-1.7732721392836464
340,-1.7482136478020407
341,-3.517989644352841
342,-4.365427955134871
343,0.41599999999999737
344,2.3599999999999963
345,5.599999999999993
346,2.3599999999999963
347,-6.640000000000003
348,-6.640000000000003
349,-1.4502763538482446
350,-1.8546197163561176
351,-1.872401308019382
352,-1.8308042493883245
353,-4.34283141033924
354,-5.01523502627565
355,-0.7504057187165347
356,-1.1065868489487884
357,-0.9864531680635016
358,-1.1458296270276034
359,-3.551035467022309
360,-2.810962938553652
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,-2.493652502708222
368,-2.4961901338052486
369,-2.497710599653314
370,-2.493652502708222
371,-11.487808268279098
372,-11.493705688903198
373,-2.4510223974400023
374,-2.4704924078481096
375,-2.4823141615628366
376,-2.4510223974400023
377,-11.465625431971663
378,-11.466101501171728
379,-2.4894208378470393
380,-2.493649147110098
381,-2.4961852087789707
382,-2.4894208378470393
383,-11.493157472224375
384,-11.49039590120056
385,-2.4510223974400023
386,-2.418370662400003
387,-2.3639511040000043
388,-2.4510223974400023
389,-11.418370662400003
390,-11.418370662400003
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,-2.4510223974400023
398,-2.418370662400003
399,-2.3639511040000043
400,-2.4510223974400023
401,-11.418370662400003
402,-11.418370662400003
403,-2.27325184
404,-2.1220864
405,-1.8701440000000038
406,-2.27325184
407,-11.122086399999999
408,-11.122086399999999
409,-2.4510223974400023
410,-2.4705722605674536
411,-2.4822970487034617
412,-2.4510223974400023
413,-11.467002099832833
414,-11.469457330477141
415,-2.493652502708222
416,-2.4961905896973344
417,-2.4977134377828167
418,-2.493652502708222
419,-11.495446407399772
420,-11.494056231721277
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,-2.4894208378470393
428,-2.4936505264674085
429,-2.4961795624354077
430,-2.4894208378470393
431,-11.491052034925625
432,-11.483031181862945
433,-2.4510223974400023
434,-2.4706065500166274
435,-2.482347842029252
436,-2.482357004834332
437,-11.46948997100289
438,-11.46970594609581
439,-2.3639511040000003
440,-2.4183681310255962
441,-2.451004106856806
442,-2.450968239442571
443,-11.415183089827774
444,-11.399369183209602
445,-2.4510223974400023
446,-2.470586103698865
447,-2.4823595343939573
448,-2.482351610157377
449,-11.47002254322203
450,-11.470002272120531
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,-1.8701440000000038
458,-2.110476221238786
459,-2.2625096717936897
460,-1.8766990786995235
461,-10.986143828258776
462,-11.022281914395279
463,2.3599999999999963
464,5.599999999999993
465,10.999999999999991
466,2.3599999999999963
467,-3.400000000000006
468,-3.400000000000006
469,-1.8701440000000038
470,-2.1195376180587777
471,-2.2580110182440567
472,-1.876888238676731
473,-10.770534161230849
474,-10.985668984350779
475,0.41599999999999737
476,-0.7647919155706404
477,-1.43957830238703
478,-1.447590741673206
479,-9.656950229871146
480,-9.127541716313418
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,-2.49619150162493
488,-2.4977136972943677
489,-2.4977117382022165
490,-2.49619150162493
491,-11.49536037696754
492,-11.49556066211367
493,-2.470613438464001
494,-2.4823613985889046
495,-2.4823391115420197
496,-2.470613438464001
497,-11.476945073009515
498,-11.478304951045562
499,-2.493652502708222
500,-2.496185534669968
501,-2.4961618200386955
502,-2.493652502708222
503,-11.491718275239101
504,-11.491233999192186
505,-2.418370662400003
506,-2.3639511040000003
507,-2.3639511040000003
508,-2.418370662400003
509,-2.273251840000004
510,-11.363951104
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,-2.418370662400003
518,-2.3639511040000003
519,-2.3639511040000003
520,-2.418370662400003
521,-2.273251840000004
522,-11.363951104
523,-2.1220864
524,-1.8701440000000038
525,-1.8701440000000018
526,-2.1220864
527,-1.450240000000004
528,-10.87014399999999
529,-2.470613438464001
530,-2.4823588975019777
531,-2.4823527517887034
532,-2.470613438464001
533,-11.469639465713335
534,-11.46685018920847
535,-2.49619150162493
536,-2.497713762487321
537,-2.497713682913148
538,-2.49619150162493
539,-11.49647076091005
540,-11.496889359938688
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,-2.493652502708222
548,-2.4961802361288963
549,-2.4961860325463694
550,-2.493652502708222
551,-11.48596661058593
552,-11.491625984417109
553,-2.4706134384639964
554,-2.4823444996344235
555,-2.4823388155347126
556,-2.470613438464001
557,-11.47376336364061
558,-11.446120196847627
559,-2.4183706623999988
560,-2.4509874729564056
561,-2.450979922084915
562,-2.4183706623999988
563,-11.41734391574739
564,-11.448111718547704
565,-2.4706134384639964
566,-2.4823073509854545
567,-2.482313521482116
568,-2.470613438464001
569,-11.4668089293648
570,-11.4696424658922
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,-2.122086400000004
578,-2.27325184
579,-2.27325184
580,-2.122086400000004
581,-11.273251839999995
582,-2.3639511040000003
583,5.599999999999993
584,10.999999999999991
585,10.999999999999991
586,5.599999999999993
587,1.9999999999999922
588,19.99999999999999
589,-2.122086400000004
590,-2.27325184
591,-2.27325184
592,-2.122086400000004
593,-11.273251839999995
594,-2.3639511040000003
595,-0.7504000000000028
596,-1.450240000000004
597,-1.450240000000002
598,-0.7504000000000028
599,-10.450239999999992
600,-1.8701440000000018
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,-2.4510223974400023
608,-2.3639511040000043
609,-2.4510223974400023
610,-2.418370662400003
611,-11.418370662400003
612,-11.418370662400003
613,-2.1220864
614,-1.450240000000004
615,-2.1220864
616,-1.8701440000000038
617,-10.87014399999999
618,-10.87014399999999
619,-2.4183706623999983
620,-2.273251840000004
621,-2.4183706623999988
622,-2.3639511040000003
623,-11.363951104
624,-11.363951103999936
625,-2.493652502708222
626,-2.4977148765386814
627,-2.493652502708222
628,-2.49619148349939
629,-11.496179271021912
630,-11.496189670136006
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,-2.493652502708222
638,-2.4977148928586304
639,-2.493652502708222
640,-2.4961914905770315
641,-11.496188981617113
642,-11.49618427088538
643,-2.4706134384639964
644,-2.489420702520198
645,-2.4706134384639964
646,-2.482368058941775
647,-11.482327641729789
648,-11.482354288493102
649,-2.122086400000004
650,-2.36395109816123
651,-2.3639510553404914
652,-2.2732518393566896
653,-11.273251626560636
654,-11.27325066818941
655,-2.4510223974400023
656,-2.4823680597212006
657,-2.482368062004642
658,-2.4706134381159863
659,-11.470613258312564
660,-11.470613236628637
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,-2.418370662400007
668,-2.470613435725575
669,-2.4706134224291714
670,-2.451022394228446
671,-11.451021319575702
672,-11.451021319587259
673,-2.482368063078398
674,-2.493652444100884
675,-2.482368063078398
676,-2.489420707094924
677,-11.489392738438054
678,-11.489361292583876
679,-2.4510223974400023
680,-2.482367499244931
681,-2.4510223974400023
682,-2.4706132856230165
683,-11.470578823698641
684,-11.470533662952565
685,-2.482368063078398
686,-2.4936524821418575
687,-2.482368063078398
688,-2.489420827395658
689,-11.489417026983778
690,-11.489413607723227
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,2.3599999999999963
698,10.999999999999991
699,2.3599999999999963
700,5.599999999999993
701,-3.400000000000006
702,-3.400000000000006
703,-1.8701440000000038
704,-2.27325184
705,-1.8701440000000038
706,-2.1220864
707,-11.122086399999999
708,-11.122086399999999
709,2.3599999999999963
710,-0.7504000000000028
711,-0.7504000000000028
712,0.41599999999999737
713,-8.583999999999994
714,-8.583999999999994
715,-1.450240000000004
716,-2.1220864
717,-1.450240000000004
718,-1.8701440000000018
719,-10.87014399999999
720,-10.87014399999999
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,-2.470613438464001
728,-2.418370662400007
729,-2.4510223974400023
730,-2.418370662400003
731,-11.451022397439997
732,-11.451022397439997
733,-2.27325184
734,-1.8701440000000038
735,-2.1220864
736,-1.8701440000000038
737,-11.122086399999999
738,-11.122086399999999
739,-2.451022397439998
740,-2.3639511040000003
741,-2.4183706623999988
742,-2.3639511040000003
743,-11.418370662400003
744,-11.418370662400003
745,-2.4894208378470393
746,-2.4961915009315407
747,-2.493652497412186
748,-2.49619150144345
749,-11.493651541858375
750,-11.49364938466498
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,-2.4894208378470393
758,-2.496191498857336
759,-2.493652502598722
760,-2.4961914993055796
761,-11.49365212752167
762,-11.493652469362996
763,-2.451022397439998
764,-2.4823680612004844
765,-2.470613435000425
766,-2.482368057501885
767,-11.470612467119418
768,-11.470612868556463
769,-2.27325184
770,-2.4183705199481205
771,-2.363950991126034
772,-2.27325184
773,-11.363941388566497
774,-11.363949809821428
775,-2.470613438464001
776,-2.489420832768351
777,-2.48236806109931
778,-2.470613438464001
779,-11.482367785948245
780,-11.482367266034025
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,-2.4510223974400023
788,-2.4823680566706345
789,-2.470613436396046
790,-2.4510223974400023
791,-11.470607504207376
792,-11.4706113985109
793,-2.470613438464001
794,-2.48942081551613
795,-2.482368057389685
796,-2.4894208070840165
797,-11.482362866986737
798,-11.482358031571465
799,-2.418370662400003
800,-2.4706133148385874
801,-2.4510223473121306
802,-2.470613416835378
803,-11.451021619808346
804,-11.451016493130556
805,-2.470613438464001
806,-2.489420808400481
807,-2.4823680566821613
808,-2.4894208020775013
809,-11.482366569259103
810,-11.482365819688727
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.41599999999999737
818,5.599999999999993
819,2.3599999999999963
820,5.599999999999993
821,-6.640000000000003
822,-6.640000000000003
823,-1.450240000000004
824,-2.1220776241122463
825,-1.8701441181563714
826,-2.1220816178831154
827,-10.86930746784602
828,-10.870042341887505
829,0.41599999999999737
830,-1.450151269467812
831,-0.7506373036674912
832,0.4158882802986602
833,-9.74928111133173
834,-9.750265443596419
835,-0.7504000000000028
836,-1.870116792550495
837,-1.4502407185738448
838,-1.8701413859026301
839,-10.45020615176096
840,-10.450206425252274
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,-2.482368063078398
848,-2.493652500300797
849,-2.493652499859499
850,-2.4894208363013686
851,-11.489420138158438
852,-11.489417781041157
853,-2.3639511040000043
854,-2.451022225459448
855,-2.4510223421922204
856,-2.418370657778504
857,-11.418365930688545
858,-11.418370020210133
859,-2.4706134384639964
860,-2.489420837281986
861,-2.4894208366471267
862,-2.482368060621971
863,-11.48236781007435
864,-11.482362855461439
865,-2.482368063078398
866,-2.4510223974400023
867,-2.4510223974400023
868,-2.470613438464001
869,-11.470613438463989
870,-11.470613438463989
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,-2.482368063078398
878,-2.4510223974400023
879,-2.4510223974400023
880,-2.470613438464001
881,-11.470613438463989
882,-11.470613438463989
883,-2.4183706623999988
884,-2.273251840000004
885,-2.27325184
886,-2.3639511040000003
887,-11.363951104
888,-11.363951104
889,-2.3639511040000043
890,-2.4510223812426575
891,-2.451022380754961
892,-2.4183706595273873
893,-11.418370500352179
894,-11.418370331085677
895,-2.4823680630784026
896,-2.493652502708222
897,-2.493652502708222
898,-2.4894208378470393
899,-11.48942083784703
900,-11.48942083784703
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,-2.470613438464005
908,-2.4894208360105714
909,-2.4894208366994097
910,-2.4823680621317203
911,-11.48236461336584
912,-11.482365793769524
913,-2.4510223974400023
914,-2.4823680327281963
915,-2.4510223974400023
916,-2.4706133701743185
917,-11.470612807773676
918,-11.470605490137366
919,-2.3639511040000003
920,-2.4510215232224866
921,-2.3639511040000003
922,-2.4183706503666276
923,-11.41835393115408
924,-11.418368463432925
925,-2.4510223974400023
926,-2.4823680545206495
927,-2.4510223974400023
928,-2.4706134261093275
929,-11.470609641821085
930,-11.47061264002512
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,-0.7504000000000028
938,-1.8698597311856222
939,-1.8699699585777685
940,-1.450318693142108
941,-10.427513417307622
942,-10.421613644172414
943,-0.7504000000000008
944,2.3599999999999963
945,2.3599999999999963
946,0.41599999999999737
947,-8.583999999999994
948,-8.583999999999994
949,-0.7504000000000028
950,-1.8706286383273696
951,-1.8696330857914045
952,-1.450509118719431
953,-10.376846799419035
954,-10.434872349406502
955,0.41385833578270736
956,-1.4498760923678222
957,0.41599999999999737
958,-0.7510959027706043
959,-9.740239832510396
960,-9.734996406731549
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,-2.4894208378470393
968,-2.4961914996883077
969,-2.4961915007020083
970,-2.4894208378470393
971,-11.493648607486701
972,-11.493651798022192
973,-2.418370662400003
974,-2.4706132088554584
975,-2.4706134226549525
976,-2.418370662400003
977,-11.451018626543211
978,-11.451021688297077
979,-2.482368063078398
980,-2.4936524932536246
981,-2.4936524974167673
982,-2.482368063078398
983,-11.48942017948722
984,-11.489419765946286
985,-2.470613438464001
986,-2.418370662400003
987,-2.418370662400003
988,-2.470613438464001
989,-11.451022397439926
990,-11.451022397439806
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,-2.470613438463994
998,-2.418370662400003
999,-2.418370662400003
1000,-2.470613438463971
1001,-11.451022397439885
1002,-11.45102239743994
1003,-2.3639511040000003
1004,-2.122086400000004
1005,-2.122086400000004
1006,-2.3639511040000003
1007,-11.273251839999995
1008,-11.273251839999995
1009,-2.418370662400003
1010,-2.4706134360126355
1011,-2.470613430976166
1012,-2.418370662400003
1013,-11.45101439935743
1014,-11.450999942895486
1015,-2.4894208378470437
1016,-2.4961915016246783
1017,-2.496191501624916
1018,-2.4894208378470393
1019,-11.493652502552587
1020,-11.493652502692578
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,-2.4823680630784026
1028,-2.4936524917737284
1029,-2.493652501296941
1030,-2.4823680630784026
1031,-11.48942070384933
1032,-11.489415620324863
1033,-2.418370662400003
1034,-2.470613437080576
1035,-2.470613437533735
1036,-2.47061343821735
1037,-11.45102238144743
1038,-11.451022126528287
1039,-2.27325184
1040,-2.4183706592020844
1041,-2.4183706583592763
1042,-2.418370622081133
1043,-11.363951042379826
1044,-11.363950962527943
1045,-2.418370662400003
1046,-2.470613436209583
1047,-2.470613437086235
1048,-2.4706134368974593
1049,-11.451022022677089
1050,-11.451021507618677
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,-1.450240000000004
1058,-2.1220864
1059,-2.1220864
1060,-1.450240000000004
1061,-10.87014399999999
1062,-10.87014399999999
1063,0.41599999999999737
1064,5.599999999999993
1065,5.599999999999993
1066,0.41599999999999737
1067,-6.640000000000003
1068,-6.640000000000003
1069,-1.450240000000004
1070,-2.1220864
1071,-2.1220864
1072,-1.450240000000004
1073,-10.87014399999999
1074,-10.87014399999999
1075,2.3599999999999963
1076,-0.7504000000000028
1077,-0.7504000000000028
1078,-0.7504000000000028
1079,-8.583999999999994
1080,-8.583999999999994
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,-2.493652502708222
1088,-2.4977148859876084
1089,-2.4961913648574034
1090,-2.493652502708222
1091,-11.496181497678183
1092,-11.496174905146514
1093,-2.4510223974400023
1094,-2.482368000652215
1095,-2.4706131748930655
1096,-2.4510223974400023
1097,-11.470485880173701
1098,-11.470474518402167
1099,-2.4894208378470393
1100,-2.496191401326969
1101,-2.4936522642795396
1102,-2.4894208378470393
1103,-11.493651392574826
1104,-11.493651269251247
1105,-2.4510223974400023
1106,-2.3639511040000043
1107,-2.4183706624
1108,-2.4510223974400023
1109,-11.418370662397532
1110,-11.418370662399784
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,-2.4510223974400023
1118,-2.3639511040000043
1119,-2.418370662400003
1120,-2.4510223974399996
1121,-11.418370662399296
1122,-11.418370662399216
1123,-2.27325184
1124,-1.8701440000000038
1125,-2.1220864
1126,-2.27325184
1127,-11.122086399999999
1128,-11.122086399999999
1129,-2.4510223974400023
1130,-2.4823678107024967
1131,-2.470613355698133
1132,-2.4510223974400023
1133,-11.47059681384103
1134,-11.470601043076712
1135,-2.4936525027082266
1136,-2.4977148979343347
1137,-2.496191489450548
1138,-2.493652502708222
1139,-11.49618042223594
1140,-11.496189002528341
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,-2.4894208378470393
1148,-2.496191474041671
1149,-2.4936524412764394
1150,-2.4894208378470393
1151,-11.49355287424422
1152,-11.493643426616321
1153,-2.451022397439998
1154,-2.4823679511015184
1155,-2.4706133980051477
1156,-2.4510223974400023
1157,-11.470607657222157
1158,-11.470604361879245
1159,-2.3639511040000003
1160,-2.451022089463192
1161,-2.4183706147295894
1162,-2.3639511040000003
1163,-11.418328241344845
1164,-11.418345436629266
1165,-2.451022397439998
1166,-2.4823680250956546
1167,-2.470613146632059
1168,-2.4510223974400023
1169,-11.47059444568334
1170,-11.470612240011658
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,-1.8701440000000038
1178,-2.27325184
1179,-2.1220864
1180,-1.8701440000000038
1181,-11.122086399999999
1182,-11.122086399999999
1183,2.3599999999999963
1184,10.999999999999991
1185,5.599999999999993
1186,2.3599999999999963
1187,-3.400000000000006
1188,-3.400000000000006
1189,-1.8701440000000038
1190,-2.27325184
1191,-2.1220864
1192,-1.8701440000000038
1193,-11.122086399999999
1194,-11.122086399999999
1195,0.41599999999999737
1196,-1.450240000000002
1197,-0.7504000000000028
1198,0.41599999999999737
1199,-9.750399999999994
1200,-9.750399999999994
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,-2.470613438462397
1208,-2.418370662400007
1209,-2.4706134384632787
1210,-2.451022397439127
1211,-11.451022397416912
1212,-11.451022397251368
1213,-2.2732518399669313
1214,-1.8701440000000038
1215,-2.273251839324347
1216,-2.122086399971914
1217,-11.122086398790996
1218,-11.122086397195597
1219,-2.451022397423212
1220,-2.3639511040000043
1221,-2.4510223973940692
1222,-2.418370662399007
1223,-11.418370661883307
1224,-11.41837065483401
1225,-2.49619150162493
1226,-2.49619150162493
1227,-2.4894208378470393
1228,-2.493652502708222
1229,-11.493652502708207
1230,-11.493652502707885
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,-2.49619150162493
1238,-2.49619150162493
1239,-2.4894208378470393
1240,-2.493652502708222
1241,-11.493652502707423
1242,-11.49365250270809
1243,-2.4823680630783804
1244,-2.482368063078395
1245,-2.451022397439998
1246,-2.4706134384639964
1247,-11.470613438463845
1248,-11.470613438463987
1249,-1.8701440000000038
1250,-2.27325184
1251,-2.27325184
1252,-2.122086400000004
1253,-11.122086399999999
1254,-11.122086399999999
1255,-2.418370662400007
1256,-2.470613438464001
1257,-2.470613438464001
1258,-2.4510223974400023
1259,-11.451022397439997
1260,-11.451022397439997
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,-2.3639511040000043
1268,-2.4510223974400023
1269,-2.4510223974400023
1270,-2.418370662400003
1271,-11.418370662400003
1272,-11.418370662400003
1273,-2.4894208378470393
1274,-2.4894208378470393
1275,-2.470613438464001
1276,-2.482368063078398
1277,-11.482368063078363
1278,-11.482368063078352
1279,-2.470613438464001
1280,-2.470613438464
1281,-2.418370662400003
1282,-2.4510223974400023
1283,-11.451022397439997
1284,-11.45102239743689
1285,-2.4894208378470393
1286,-2.4894208378470393
1287,-2.470613438464001
1288,-2.482368063078398
1289,-11.482368063078402
1290,-11.48236806307829
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.41599999999999737
1298,5.599999999999993
1299,0.41599999999999737
1300,2.3599999999999963
1301,-6.640000000000003
1302,-6.640000000000003
1303,-2.1220864
1304,-2.1220864
1305,-1.450240000000004
1306,-1.8701440000000038
1307,-10.87014399999999
1308,-10.87014399999999
1309,5.599999999999993
1310,0.41599999999999737
1311,0.41599999999999737
1312,2.3599999999999963
1313,-6.640000000000003
1314,-6.640000000000003
1315,-1.8701440000000018
1316,-1.8701440000000018
1317,-0.7504000000000028
1318,-1.450240000000004
1319,-10.450239999999992
1320,-10.450239999999992
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,-2.482368063078398
1328,-2.4510223974400023
1329,-2.482368063078398
1330,-2.4510223974400023
1331,-11.470613438463989
1332,-11.470613438463989
1333,-2.3639511040000003
1334,-2.122086400000004
1335,-2.3639511040000003
1336,-2.122086400000004
1337,-11.273251839999995
1338,-11.273251839999995
1339,-2.4706134384639964
1340,-2.4183706623999988
1341,-2.4706134384639964
1342,-2.418370662400003
1343,-11.451022397439997
